userName,at,score,content,sentimen
Pengguna Google,2025-02-03 08:32:42,5,mantap,Positif
Pengguna Google,2025-02-03 03:34:56,5,bagus,Positif
Pengguna Google,2025-02-03 03:11:41,1,Respon cs sangat lambat,Negatif
Pengguna Google,2025-02-03 02:29:49,5,mantapp,Positif
Pengguna Google,2025-02-02 17:14:16,1,Apk cacad   lambat  penarikan kecil udh 3 hari belum selesai juga  apalagi yg dana nya gede yach   auto nanggggissssss,Negatif
Pengguna Google,2025-02-02 15:04:52,5,goodluck,Positif
Pengguna Google,2025-02-02 13:49:08,5,Bagus,Positif
Pengguna Google,2025-02-02 13:17:48,5,Mantap,Positif
Pengguna Google,2025-02-02 08:46:59,1,Saya sudah menarik saldo rekening di bibit tapi belum sampai ke rekening saya,Negatif
Pengguna Google,2025-02-02 07:02:39,5,tolong untuk bibit tambah lagi perusahaan²nya biar kita bisa leluasa memilih tempat invest itu saja kekurangannya,Positif
Pengguna Google,2025-02-02 01:22:55,1,Saya uninstall aplikasinya ya  Benar-benar ngatur banget itu lebel syariah  Saya kasih bintang satu karena nggak bisa dimatiin label syariahnya ,Negatif
Pengguna Google,2025-02-01 15:36:33,5,Bagus dan pelayanan cepat respon,Positif
Pengguna Google,2025-02-01 13:50:43,5,🌟 Bibit: Tabungan Syariah  Mudah  Menguntungkan & Terpercaya! (★★★★★) 🌟 Bibit memudahkanmu menabung dan berinvestasi sesuai prinsip syariah  dengan pengawasan OJK yang menjamin keamanan dan kepercayaan  Rencanakan masa depan finansialmu dengan tenang  nikmati kemudahan akses  dan berbagai fitur canggih yang dirancang untuk membantu pertumbuhan investasimu  Mulai sekarang  bangun masa depanmu yang lebih baik bersama Bibit  aplikasi investasi syariah yang sangat direkomendasikan! #Bibitinves,Positif
Pengguna Google,2025-02-01 13:46:57,1,Video call pas resgitrasi tiba-tiba mati saat jaringan hilang  pas ingin regis lagi tapi nggak bisa  Tolong solusinya,Negatif
Pengguna Google,2025-02-01 13:16:29,5,aplikasi bibit sangat bermanfaat untuk investasi apalagi dlm jangka waktu lama ,Positif
Pengguna Google,2025-02-01 12:32:36,5,memudahkan bagi pemula,Positif
Pengguna Google,2025-02-01 08:14:11,5,bagus 👍,Positif
Pengguna Google,2025-02-01 03:55:31,5,lumayan cuman return gk bgtu tiggi,Positif
Pengguna Google,2025-02-01 03:25:31,5,Good   ,Positif
Pengguna Google,2025-02-01 02:02:35,1,Proses pencairan yg berbelit-belit lama dan tidak recommended  Kapok benget beli reksa dana di bibt ,Negatif
Pengguna Google,2025-02-01 01:26:34,5,untuk investasi jangka panjang  oke lah,Positif
Pengguna Google,2025-01-31 19:23:44,4,proses pencairan terkesan lama,Positif
Pengguna Google,2025-01-31 15:02:33,5,good,Positif
Pengguna Google,2025-01-31 14:06:53,5,Bibit juga panel investasi digital yang bagus ini,Positif
Pengguna Google,2025-01-31 12:49:35,5,Biar kan bintang yang menilai 👍🏻👍🏻👍🏻👍🏻,Positif
Pengguna Google,2025-01-31 11:39:47,5,baguss,Positif
Pengguna Google,2025-01-31 09:51:49,5,apk yg bagus,Positif
Pengguna Google,2025-01-31 09:19:52,5,aplikasi yang berguna banget  rekomendasi buat pemula,Positif
Pengguna Google,2025-01-31 06:52:01,5,sangat mudah digunakan,Positif
Pengguna Google,2025-01-31 05:23:18,4,baguss,Positif
Pengguna Google,2025-01-31 05:10:48,5,Min saya udh investasi di reksadana pasar uang beberapa hari yg lalu tapi kenapa keuntungan nya masih blm terlihat(masih0%),Positif
Pengguna Google,2025-01-31 02:00:21,5,lagi belajar investasi,Positif
Pengguna Google,2025-01-31 00:30:58,5,seneng banget ngekihatin keuntungan tumbush setiap hari,Positif
Pengguna Google,2025-01-30 22:29:01,1,Seharusnya waktu order penjualan di kasih tau informasi dana yang masuk itu asalnya dari mana yang kita order pada saat pembelian,Negatif
Pengguna Google,2025-01-30 13:19:51,5,Tolong buat lebih aman aja,Positif
Pengguna Google,2025-01-30 11:25:56,1,Hebat bibit udah 7 hari bursa transer  uang belum masuk ke rekening hilang aja tu uang,Negatif
Pengguna Google,2025-01-30 07:30:25,5,mantap saya sudah transaksi di bibit alhamdulillah cuan  tapi saran saya mungkin untuk rekomendasi pasar sahamnya kalau bisa jangan yang sedang turun sedikit merugikan soalnya,Positif
Pengguna Google,2025-01-30 06:19:16,5,bagus,Positif
Pengguna Google,2025-01-30 03:20:31,5,ok bagus dengan syarat sunguh sungguh,Positif
Pengguna Google,2025-01-30 03:10:54,5,sesuai kebutuhan,Positif
Pengguna Google,2025-01-30 02:08:23,5,user frendly,Positif
Pengguna Google,2025-01-30 02:03:55,5,mantap,Positif
Pengguna Google,2025-01-30 00:53:29,1,Verifikasi susah banget KTP GK kebaca terus,Negatif
Pengguna Google,2025-01-29 13:16:25,5,nice,Positif
Pengguna Google,2025-01-29 12:10:49,5,Sekses selalu buat saya,Positif
Pengguna Google,2025-01-29 10:39:35,1,pengembang bibit ini gimana sih  saya daftar belum selesai  masih nyangkut di NIK KTP karena pernah buat  jadi saya akhirnya login akun lama pakai NIK itu  pas mau ganti nomer hp  karena hp yang dulu hangus  saya masukin nomer yang baru  notif nya nomer sudah kepake  kan yang baru belum selesai  harusnya nomer hp belum resmi terdaftar  kalian ini bodoh apa gimana sih? buat aplikasinya? gak masuk akal  Kalo registrasi belum berhasil tapi di anggap sudah terdaftar,Negatif
Pengguna Google,2025-01-29 09:55:30,5,terima kasih,Positif
Pengguna Google,2025-01-29 05:07:31,4,Kenapa pencairan lama bgt? Di keterangan katanya maksimal 7 hari  tapi udah lebih 7 hari masih belum juga cair,Positif
Pengguna Google,2025-01-29 03:41:56,5,rekomended sihh  terbaik,Positif
Pengguna Google,2025-01-29 03:09:03,4,kurang 2 poin ni bibit  proses invest dan proses penarikan lama   tolong lah di perbaiki  percepat proses nya  ,Positif
Pengguna Google,2025-01-28 09:42:48,1,Bug ketika input kode promo dari huruf ke angka selalu kedelete,Negatif
Pengguna Google,2025-01-28 08:27:49,5,semoga semakin keren,Positif
Pengguna Google,2025-01-28 06:23:51,5,Saya dari dulu pengguna bibit  dan saya sangat suka sekali dengan app ini  karna saya benar² nabung yg disiplin aplagi dengan adanya fitur SIP  Di bibit juga kita akan dibantu product apa yg cocok untuk kita  kita lebih condong sebagai investor yang seperti apa misalnya moderat  konservatif  agresif dan lainnya  Pokoknya bibit the best ya di mata saya dan terpercaya  Pertahankan itu bibit!,Positif
Pengguna Google,2025-01-28 01:41:38,5,Mudah di gunakan  User Friendly,Positif
Pengguna Google,2025-01-27 14:39:48,5,keren,Positif
Pengguna Google,2025-01-27 13:55:42,1,saham lagi pada merah gak naik naik,Negatif
Pengguna Google,2025-01-27 06:44:45,5,Pertama kali coba investasi dg aplikasi ni  cukup mudah dimengerti,Positif
Pengguna Google,2025-01-27 05:26:23,2,Registasi nya ribet sy kira cuma foto ktp ternyata foto sambil megang ktp juga kenapa harus? Ini investasi katanya buat pelajar juga bisa tapi kalo gapunya gimana? Pake ktp ortu? Suruh fotoin?,Negatif
Pengguna Google,2025-01-27 03:11:29,5,Puas banget sama nih apk  terus cs nya juga baik dan ramah,Positif
Pengguna Google,2025-01-27 02:20:53,1,Dipersulit terus menambahkan akun bank nya  payah,Negatif
Pengguna Google,2025-01-25 14:02:49,3,Untuk verifikasi terlalu lama dan membutuhkan waktu beberapa hari itu aja sih kendalanya,Netral
Pengguna Google,2025-01-25 05:31:41,5,Selamat siang  Saya ingin bertanya bagaimana cara mengganti Bank RDN jago syariah ke Bank RDN BCA atau Bank Jago non syariah  Transaksi saya sangat dibatasi karena menggunakan RDN jago syariah  Mohon bantuannya admin,Positif
Pengguna Google,2025-01-25 02:58:55,5,apk yg bagus,Positif
Pengguna Google,2025-01-25 02:37:13,5,Bermanfaat,Positif
Pengguna Google,2025-01-25 02:05:27,5,aplikasi ok,Positif
Pengguna Google,2025-01-24 18:06:07,5,Biar bintang yang bicara,Positif
Pengguna Google,2025-01-24 16:33:20,3,Ini kenapa pas registrasi nik sudah terdaftar ya  padahal saya belum pernah daftar sama sekali   dan no hp yang daftar tidak no hp saya tolong bantuannya,Netral
Pengguna Google,2025-01-24 13:13:49,3,Kritik & Saran: Mohon  Tingkatkan Pelayanan & Kinerja PT Bibit tumbuh bersama terhadap Nasabah Investasi Reksadana  Jangan mempersulit Nasabah dalam hal mengganti data saat Lupa Account dalam hal email & Nomer telpon tidak dapat digunakan  Admint  Kurang ramah & Susah untuk mengganti Nomer telpon telah tidak aktif & mengganti email beserta password account Bibit  🙏🙏🙏😉,Netral
Pengguna Google,2025-01-24 10:13:30,5,bagus,Positif
Pengguna Google,2025-01-24 07:48:32,1,tolong lah itu Cs nya akun email saya di hack dan nomer ponsel saya sudah hilang tapi saya tetap tidak bisa masuk ke akun saya padahal saya pemilik ktp    dari pihak cs tidak memberikan Solusi sama sekali hanya seperti robot   data saya sperti ktp dan lain nya bisa di salah gunakan,Negatif
Pengguna Google,2025-01-24 04:10:36,5,keren,Positif
Pengguna Google,2025-01-24 03:56:40,5,rekomendasi,Positif
Pengguna Google,2025-01-24 02:47:59,5,rekomendded,Positif
Pengguna Google,2025-01-24 01:45:07,3,buka aplikasi suka lama dan berujung ngga bisa buka,Netral
Pengguna Google,2025-01-23 13:05:24,4,aplikasi ini sudah cukup bagus,Positif
Pengguna Google,2025-01-23 12:31:43,5,Pernah daftar tp gagal dan sekarang daftar gx bisa karna NIK sudah terpakai solusinya gimana ya biar bisa daftar lagi,Positif
Pengguna Google,2025-01-23 09:26:14,5,Bibit Mantap!!!,Positif
Pengguna Google,2025-01-23 08:24:57,5,cocok untuk pomula sukses terus bibit,Positif
Pengguna Google,2025-01-23 07:45:41,1,kasih bintang satu dullu,Negatif
Pengguna Google,2025-01-23 06:58:22,5,Saya suka denga UI nya  simpel dan informatif,Positif
Pengguna Google,2025-01-23 06:46:43,5,mantap deh untuk investasi disini,Positif
Pengguna Google,2025-01-23 05:54:42,5,mantap,Positif
Pengguna Google,2025-01-23 05:16:03,5,plissss tolong tambahin investasi emas,Positif
Pengguna Google,2025-01-23 05:02:56,5,mantap,Positif
Pengguna Google,2025-01-23 04:51:02,5,Aplikasi Bagus Bagi Pemula untuk Belajar Investasi   terlebih passive income   😁👍 makasih,Positif
Pengguna Google,2025-01-23 04:32:42,5,Mantap,Positif
Pengguna Google,2025-01-23 04:16:33,4,keren tapi masih bingung menggunakannya bgmn caranya ada videonya yg ril  sampai kita penarikn keuntungan tlong donk masih bingung ini ,Positif
Pengguna Google,2025-01-23 04:11:35,5,praktis  bisa dipelajari pelan buat yang newbie dan mau coba investasi mulai dari 10rb,Positif
Pengguna Google,2025-01-23 00:56:42,5,bagus,Positif
Pengguna Google,2025-01-22 23:59:31,1,Di persulit mau buka akun yang terkunci  Bisa kerja gak?????,Negatif
Pengguna Google,2025-01-22 08:41:54,1,Apk paling gak jelas,Negatif
Pengguna Google,2025-01-22 07:29:47,5,good,Positif
Pengguna Google,2025-01-22 06:17:08,1,Tolong dong untuk Dev kenapa saya tidak bisa verifikasi oleh bibit selalu gagal mulu,Negatif
Pengguna Google,2025-01-22 04:00:32,5,waktu awal2 msh sempet bingung  trs nonton youtube alhamdulillah membantu saya yg pemula ini untuk belajar reksadana ,Positif
Pengguna Google,2025-01-22 02:14:49,5,bagus tuk jual beli saham di indonesia,Positif
Pengguna Google,2025-01-21 16:07:20,5,pake kode reveral  ptraset  dijamin dapat cashback dalam pembelian reksa dana pertama  makasih kawan    semoga bibit trus jaya,Positif
Pengguna Google,2025-01-21 11:52:43,5,yg penting aman lah,Positif
Pengguna Google,2025-01-21 07:52:39,1,Aneh  padahal pin pasword masuk di masukin benar  tapi salah  akhirnya lebihan  eh udh komplikasi  pakai email  pakai NIK ndk bisa  nomor hp terdaftar udh ndk aktif  udh ke pusat bantuan ndk di jawab udh lebih 4 jam  gimana dong dana yang di dalam akun saya    Saya tuntut klo sampai ndk bisa masuk    Saya udh sabar nunggu  di jam kerja ndk di balas balas    Malah cmn qiya  ini masalah pin ya  udh di bales ndk di bales lagi     Tolong dong di perbaiki sistemnya,Negatif
Pengguna Google,2025-01-21 07:24:40,5,biarkan bintang yg berbicara 👍👍👍,Positif
Pengguna Google,2025-01-21 05:12:07,5,dari sini gue bisa cuan wkwkwkwk thanks bibit&stockbit,Positif
Pengguna Google,2025-01-21 04:06:32,4,applikasi sangat bagus tapi bintang 4 dulu  tolong chat komunitas di telegram di buka kembali agar saya bisa bertukar informasi bagi sesama pengguna,Positif
Pengguna Google,2025-01-21 03:58:41,4,Ok,Positif
Pengguna Google,2025-01-21 01:26:53,5,Menabung untuk sekolah by nando 13 tahun,Positif
Pengguna Google,2025-01-21 00:37:47,5,mantapp sekal!,Positif
Pengguna Google,2025-01-20 14:10:20,4,Mohon untuk developer  bisa di tambahkan untuk aplikasi dana nya ya  soal nya saya tidak punya aplikasi gopay  Mohon bantuan nya agar bisa menambahkan fitur aplikasi dana 🙏,Positif
Pengguna Google,2025-01-20 11:26:34,5,Fiture lengkap Dan mudah di mengerti cocok buat pemula  Recommended bngt ni aplikasi gd lawan  Soalnya nyaman pas di pke gd delay samsek,Positif
Pengguna Google,2025-01-20 06:32:43,5,ok,Positif
Pengguna Google,2025-01-20 04:34:01,5,Aman ga min  bisa pakai BRI tidak?,Positif
Pengguna Google,2025-01-20 02:23:40,2,Kak  ini pas saya mau narik kok gak bisa padahal akun saya saldo portofolio sudah mencapai limit dan pas mau di Winda kok 0 lah padahal saya sudah top up 50 000 ada yg 100 000 kok masih gak bisa narik,Negatif
Pengguna Google,2025-01-19 17:31:50,5,Alhamdulillah,Positif
Pengguna Google,2025-01-19 17:13:01,4,Tolong bantu saya dong cs nya lama bales respon  mau log in tapi ga bisa bisa Katanya email salah No telfon salah giliran mau bikin akun baru bacaannya  nik sudah terpakai,Positif
Pengguna Google,2025-01-19 12:41:12,5,sangat rekomendasikan  Rajin nabung mulai pakek bibit,Positif
Pengguna Google,2025-01-19 12:26:32,1,Alahhh mau upgrade ke bibit plus aja harus download apk lain  sampah😂,Negatif
Pengguna Google,2025-01-19 11:40:55,5,baik,Positif
Pengguna Google,2025-01-19 06:54:26,5,Fomula menyukai ini,Positif
Pengguna Google,2025-01-19 00:49:15,2,sebenernya bagus si bagus tapiii proses verifikasi nyaa lamaa katanya seharu tapi ini udh 2 harii ga selesai verivikasi ya  tolong dong min mempercepat prosesnya  terima kasihhh,Negatif
Pengguna Google,2025-01-18 21:35:37,5,Bagus bgt mudah dan membantu sekali  ,Positif
Pengguna Google,2025-01-18 10:13:19,4,rabu malam saya membeli saham MYOR 1 lot  saat itu penjualan sedang pending  hari jumat saya cek malah hilang  status history pengembalian uang juga tidak ada  bagaimana ini,Positif
Pengguna Google,2025-01-18 10:05:25,5,baik,Positif
Pengguna Google,2025-01-18 00:16:01,5,terus tingkatkan lagi,Positif
Pengguna Google,2025-01-17 11:51:39,1,padahal bibit syariah sudah saya matikan tapi masih tidak bisa beli malah ada peringatan kayak gini :Kamu tidak bisa membeli saham ini karena tidak sesuai dengan prinsip syariah ,Negatif
Pengguna Google,2025-01-17 08:55:54,5,Live chat yang ramah dan sangat membantu   Terima kasih atas layanannya,Positif
Pengguna Google,2025-01-17 04:34:12,5,Mudah di gunakan simpel👍,Positif
Pengguna Google,2025-01-17 03:58:44,5,cocok untuk berinvestasi dgn kondisi low risk,Positif
Pengguna Google,2025-01-17 03:50:45,5,keren,Positif
Pengguna Google,2025-01-17 00:04:11,5,aplikasi lancar jaya,Positif
Pengguna Google,2025-01-16 20:59:25,5,is the best,Positif
Pengguna Google,2025-01-16 17:15:46,1,Main suspen aja  padahal ga diapa2in,Negatif
Pengguna Google,2025-01-16 14:00:27,4,baru mulai  semoga bermanfaat aplikasinya,Positif
Pengguna Google,2025-01-16 05:15:52,5,Makasih bibit saham saya naik terus dan ini adalah investasi rill bukan kayak aplikasi sebelah banyak bhg dan bnyk settingan semua kata kata investasi di aplikasi seblh naik terus eee rupanya penipuan ,Positif
Pengguna Google,2025-01-16 02:35:21,1,Awalnya aplikasi ini bagus  jual beli langsung MATCH selang beberapa bulan malah kacau  saham naik mau dijual OPEN  butuh beberapa jam giliran dah turun langsung MATCH  rugi ratusan ribu,Negatif
Pengguna Google,2025-01-16 01:57:39,5,mari kita mulai investasi dari sekarang!,Positif
Pengguna Google,2025-01-15 17:19:08,5,Mantap mas ded,Positif
Pengguna Google,2025-01-15 16:03:11,5,Masukan refferal nerro25 untuk mendapatkan cashback yang berlimpah,Positif
Pengguna Google,2025-01-15 15:37:44,5,👍👍👍,Positif
Pengguna Google,2025-01-15 14:36:46,5,Tolong tambahkan untuk fitur pembelian express dan pencairan express mungkin akan lebih membantu,Positif
Pengguna Google,2025-01-15 12:07:36,5,mantap,Positif
Pengguna Google,2025-01-15 11:20:52,5,Alhamdulillah,Positif
Pengguna Google,2025-01-15 11:12:31,1,Bagian registrasi pas perekaman muka selalu gagal  katanya No glare or extreme lightning  Itu padahal cahaya ruangan gak silau  kesel dua minggu tetep gak bisa,Negatif
Pengguna Google,2025-01-15 03:04:42,1,Penjualan Saham sudah 2 Hari belum Masuk RDN padahal menjual di Jam Kerja Stop pakai Aplikasi Bibit ini Scam dan Penipuan,Negatif
Pengguna Google,2025-01-14 18:14:40,1,Main ini ngga untung malah rugi terus aplikasi gaguna banget jangan di dowload kalo gamau di bohongin kaya saya,Negatif
Pengguna Google,2025-01-14 12:07:43,5,Mantap,Positif
Pengguna Google,2025-01-14 11:30:01,5,Nice,Positif
Pengguna Google,2025-01-14 08:07:36,5,Investasi tempatnya disini ,Positif
Pengguna Google,2025-01-14 04:01:33,5,mantap,Positif
Pengguna Google,2025-01-14 01:01:30,5,Berapa umur minimal untuk daftar aplikasi ini?,Positif
Pengguna Google,2025-01-13 21:23:17,5,mantap,Positif
Pengguna Google,2025-01-13 15:51:32,1,Susah buat widrawl ketika akun bank sudah mati   mau ganti harus ke stockbit dulu   padahal data yang terdaptar sama tapi tidak di terima oleh pihak stockbit Jadi ruet dana tidak bisa di tarik sama sekali   tau gitu mending dari awal pakek stokbit   apl ini cuman sebagai perantara saja,Negatif
Pengguna Google,2025-01-13 14:12:13,5,good,Positif
Pengguna Google,2025-01-13 13:04:49,5,baik untuk semua,Positif
Pengguna Google,2025-01-13 10:08:43,4,baik,Positif
Pengguna Google,2025-01-12 23:45:16,4,Belum coba juga,Positif
Pengguna Google,2025-01-12 16:22:54,4,belum gunain si tapi verivikasi nya berapa lama ya?kok ga ke verivikasi terus ya? tolong developer jawab   ,Positif
Pengguna Google,2025-01-12 15:13:52,4,Kenapa Aplikasinya ga bisa dibuka???,Positif
Pengguna Google,2025-01-12 14:09:35,4,aplikasi investasi yang sangat mudah dan ramah bagi pemula,Positif
Pengguna Google,2025-01-12 12:38:33,1,saya sudah registrasi 5x selalu gagal ada apa ini bibit ,Negatif
Pengguna Google,2025-01-12 08:06:45,1,Udh hpus akun tpi masi menerima email dari bibit kyk jadwal sbn 2025 dll?  bagi saya mengganggu dan memnuhkan penyimpnan saya,Negatif
Pengguna Google,2025-01-12 05:52:01,5,bagus untuk yang ingin Investasi di usia remaja,Positif
Pengguna Google,2025-01-11 11:57:18,5,Keren nabung,Positif
Pengguna Google,2025-01-11 10:56:11,1,Udah seminggu download tapi verifikasinya ditolak terus padahal udah sesuai dengan ketentuan yang diinginkan 😮‍💨,Negatif
Pengguna Google,2025-01-11 07:45:35,5,puas berkeringat,Positif
Pengguna Google,2025-01-11 05:01:22,5,good job,Positif
Pengguna Google,2025-01-11 00:23:33,5,aplikasi debest banget dah buat investasi  terpercaya aman dan cuan terus tiap hari  terimakasih bibit🤗🤗,Positif
Pengguna Google,2025-01-10 16:15:06,1,Kocak buat daftar aja susah gimana mau kerja nya pasti lebih ribet,Negatif
Pengguna Google,2025-01-10 15:07:00,3,Ternyata makin ribet buat top up biar ga kena biaya admin nya 🙂 berakhir uninstall penarikan juga bayar admin kalo ga sama di bank nya haduhhh,Netral
Pengguna Google,2025-01-10 13:06:45,1,akun bibit gua di suspend  tolol lu  disuruh forgot password dan pin  masalah nya letak opsi forgot password nya gmna?? login aja pake no hp dan email  bisa bisa nya bikin app segoblok ini  bodoh,Negatif
Pengguna Google,2025-01-10 11:44:57,5,good,Positif
Pengguna Google,2025-01-10 09:50:46,1,Kenapa suspended lagi??????? Sudah mau scam kah????!!!!,Negatif
Pengguna Google,2025-01-10 08:17:48,1,Lg coba buka account   ribet bgt   musti jugling antar bibit ke stockbit app  saya cuma mau daftar buat beli sbn aja padahal   duh ribet,Negatif
Pengguna Google,2025-01-10 07:15:01,5,mantaop,Positif
Pengguna Google,2025-01-10 03:45:19,5,investasi praktis,Positif
Pengguna Google,2025-01-10 02:16:39,5,sangat mudah dipahami dan sangat praktis dalam membeli dan menjual saham yg kita inginkan,Positif
Pengguna Google,2025-01-10 00:35:16,5,woww,Positif
Pengguna Google,2025-01-09 23:11:34,5,sejauh ini masih platform yg dipercaya untuk mengelola keuangan (nabung),Positif
Pengguna Google,2025-01-09 22:59:28,5,bagus untuk pemula yg ingin belajar tentang reksadana,Positif
Pengguna Google,2025-01-09 18:35:09,5,Like 🤩👍,Positif
Pengguna Google,2025-01-09 16:34:40,1,Udah 2hari belum d verifikasi juga padahal niat mau invest  mending uninstall,Negatif
Pengguna Google,2025-01-09 10:21:30,5,terlalu lama cair nya tolong di usahakan caper cair nya,Positif
Pengguna Google,2025-01-09 04:59:57,1,Sulit dapat bantuan,Negatif
Pengguna Google,2025-01-08 16:51:32,1,Ribet banget buat saldo yang di bawah mau daftar ga di acc,Negatif
Pengguna Google,2025-01-08 13:31:39,5,OK,Positif
Pengguna Google,2025-01-08 12:26:18,2,Aseli lemot bgt  padahal jaringan internet stabil tapi loadingnya lama parah,Negatif
Pengguna Google,2025-01-08 08:44:27,4,Proses pencairan dana jual saham nya sangat lama  Saya sudah 2 hari menjual saham tapi dana nya belum masuk ke RDN WALLET saya  Kalau begini ketika ada keperluan mendesak dana saya tidak bisa di cairkan dengan cepat  Tolong pencairan dana nya di percepat  kenapa harus masuk ke saldo trading dulu  enggak langsung ke RDN WALLET aja  Emang apa bedanya ???? Kalau di saldo trading dana tidak bisa dicairkan harus menunggu 2 hari kerja  Di iklannya dana bisa dicairkan kapan saja  Ini mah tidak bisa ,Positif
Pengguna Google,2025-01-08 08:01:44,3,Saya kasih bintang 3 karena registrasi serta apk nya terlalu lambat  entah karena kurang update atau memang ai custumernya yg lemot,Netral
Pengguna Google,2025-01-08 01:20:37,5,investasi yg menjanjikan,Positif
Pengguna Google,2025-01-07 20:43:47,5,CS nya keren banget bisa mengerti bahasa yang gaul dan cepet juga balesnya bintang 5 dah buat CS nya,Positif
Pengguna Google,2025-01-07 16:56:56,3,Kalau mau nabung saham jangan di reksa dana saham bibit prosesnya lama baik pembelian atau pencairan kita tidak dapat harga real time dan perlu kita ketahui pengerakan saham itu cepat  saat kita jual saham posisi untung bisa jadi rugi dikarnakan harga tidak real time  Jadi mending cari aplikasi lain seperti ajaib dan sejenisnya ,Netral
Pengguna Google,2025-01-07 09:22:34,5,bagus haja,Positif
Pengguna Google,2025-01-07 08:52:54,5,Cocok untuk nyimpan dana tabungan,Positif
Pengguna Google,2025-01-07 07:34:12,1,JANGAN PAKAI APK INI BACA INI DULU  apk invest yg sangat jelek setiap kita mau jual portofolio pasti nav nya langsung turun  proses penjualan juga lama padahal nominal portofolio ga terlalu besar  SANGAT MENGECEWAKAN ,Negatif
Pengguna Google,2025-01-07 06:50:41,5,Boleh di pake buat para TKW di Hongkong nggk ini?,Positif
Pengguna Google,2025-01-07 04:18:04,5,Pake Kode Reff BOSTER saat awal km mendaftar  dapatkan bonus cesbeknya langsung  aplikasi terpuji dan terpercaya sudah terdaftar di OJK bagus banget buat investasi pemula dan menabung masa mendatang  saya puas dengan pelayanan aplikasi bibit karena Cs ramah tamah baik dan senantiasa membantu apa yang tidak kita mengerti  saya puji syukur akan adanya aplikasi terbaik dan terpercaya ini membuat aku menjadi lebih semangat menabung di masa mendatang dan kemudian hari ,Positif
Pengguna Google,2025-01-07 02:45:20,5,seger sedap manthab     jangan menyerah terus belajar belajar dan belajar  semangat   ,Positif
Pengguna Google,2025-01-06 20:45:14,5,sangat baik,Positif
Pengguna Google,2025-01-06 11:47:46,5,Manteb reksadana untuk pemula,Positif
Pengguna Google,2025-01-06 07:51:52,5,cukup bagus buat nabung,Positif
Pengguna Google,2025-01-06 03:20:08,5,sangat baik dan update terpercaya,Positif
Pengguna Google,2025-01-06 00:59:44,3,baik,Netral
Pengguna Google,2025-01-05 16:20:50,5,good,Positif
Pengguna Google,2025-01-05 14:06:35,5,Instal bibit buat belajar investasi  pakai refferal: tujuanbaik Nanti kita sama-sama mendapat cashback 25 000 Semoga sama-sama menjadi tujuan baik kita 😊,Positif
Pengguna Google,2025-01-05 02:03:52,5,Cashback dari bibit emang real asli abadi  tinggal masukin kode referral berkahJuni udah bisa dapet cashback Rp  25 000  yuuk gass !!!!,Positif
Pengguna Google,2025-01-05 01:03:55,5,aman,Positif
Pengguna Google,2025-01-04 20:23:23,5,Alhamdulillah ini aplikasi memang sangat cocok untuk pemula  soalnya mudah dipahami dan tidak ribet dalam penggunaannya ,Positif
Pengguna Google,2025-01-03 10:34:10,5,Nice🫰,Positif
Pengguna Google,2025-01-03 10:18:33,5,mantap,Positif
Pengguna Google,2025-01-03 09:23:18,5,Alhamdulillah  sudah hampir 5 th BIBIT menemani perjalanan investasiku  Dari mulai cupu banget jadi PeDe  Investasi itu butuh waktu  butuh konsistensi  pakailah duit dingin  Ingat  investasi Reksadana di Bibit ya hanya bisa melalui aplikasinya saja ya  Buat anda yang baru mau mencoba melek investasi  pastikan anda punya KTP dan Rekening Bank sendiri  Jangan manja minta diajarin mulu  karena fitur BIBIT ini mudah dipelajari bagi mereka yg mau meluangkan waktu untuk membaca  Kode Reff: sewsetyo,Positif
Pengguna Google,2025-01-03 07:53:48,5,jossssss,Positif
Pengguna Google,2025-01-03 04:31:20,5,bagus,Positif
Pengguna Google,2025-01-03 03:33:24,5,good,Positif
Pengguna Google,2025-01-03 01:59:12,5,Aplikasinya mudah digunakan dan dapat dimengerti bagi pemula,Positif
Pengguna Google,2025-01-02 18:13:04,1,Aplikasi saldo RDN maintenance terus  Mo sampe kapan,Negatif
Pengguna Google,2025-01-02 13:49:11,5,Bibit sangat cocok buat belajar invest  ,Positif
Pengguna Google,2025-01-02 13:34:15,1,aplikasi sampah mau nambah rekening bank aja harus Selfi nulis angka segala ribet bin nyusahin nyesel ngikut kata temen pake ini aplikasi,Negatif
Pengguna Google,2025-01-02 10:10:39,5,sangat membantu untuk investasi pemula,Positif
Pengguna Google,2025-01-02 06:59:18,1,Aplikasi yg susah digunakan sudah download masukan data diri dan foto KTP tapi katanya foto kurang jelas harus apload faspor /SIM,Negatif
Pengguna Google,2025-01-02 06:40:14,1,udah transfer dari tgl 28  sampe sekarang uangnya ga masuk2  baru ga ada tindak lanjut  di chat melalu8 whatsapp tidak direspon  hati2 ya kalian yg sdh nabung banyak,Negatif
Pengguna Google,2025-01-02 06:20:43,5,Tempat yang baik untuk menanam Reksadana,Positif
Pengguna Google,2025-01-02 03:09:01,5,bibit reksadana ok,Positif
Pengguna Google,2025-01-02 02:13:23,5,semoga bisa lebih baik lagi dan pencairan bisa lebih mudah   semudah transfer melalui aplikasi M-banking ,Positif
Pengguna Google,2025-01-01 14:17:39,1,Aplikasi tolol gw butuh dana darurat cepat ngambil invest gw cuman 400k seminggu pencairannya tolol banget ni aplikasi,Negatif
Pengguna Google,2025-01-01 08:32:05,5,aplikasi nya sangat membantu bagi yang suka nabung,Positif
Pengguna Google,2025-01-01 08:03:28,5,aplikasi terper caya,Positif
